episode,source,phase,start,end,steps,speed_mean,speed_median,speed_z_mean,accel_norm_mean,accel_norm_median,accel_norm_z_mean,jerk_norm_mean,jerk_norm_median,jerk_norm_z_mean,direction_change_mean,direction_change_median,direction_change_z_mean,gripper_mean,gripper_median,gripper_z_mean,gripper_abs_d1_mean,gripper_abs_d1_median,gripper_abs_d1_z_mean,speed_cv
16001,gt,contact_manipulation,66,154,61,0.012135713152112221,0.010134684310647563,0.31118548649736893,0.003346153573211333,0.0029631170483587887,0.9089522490181228,0.0035363920593761717,0.0025285230314081968,1.0444799110763823,0.11980565505145453,0.016925440720802487,1.8864087347852896,0.6530992279706007,0.6861233711242671,0.573538269625064,0.014997441162828546,0.0,2.7868852459180196,0.6268128943280726
16001,gt,placement_release,154,191,19,0.005695654804927723,0.002951457160207051,-0.38418800698680267,0.0011330693389966495,0.0009877182278831252,-0.4198151789228702,0.0017931677069765114,0.0011833483252641512,-0.04170502710486066,0.0346275060995521,0.015231695332286077,1.4010395569762075,0.4706642008582616,0.686123371124267,0.015847184729268084,0.03861426666441997,0.0,3.68421052633332,1.0564197243112747
16001,wam,free_pre,23,40,9,0.01949811672444617,0.0198358175272775,1.158776679742258,0.0025051689324654216,0.0028889769004495905,0.6962692078415268,0.0017373112810639502,0.0019267554714053664,-0.20884415590671784,0.009142285341576227,0.0075396028157217465,-0.2158709584596571,0.0030381944444444428,0.003571428571428569,-9.472693138596421,0.0012648809523809527,0.001171874999999999,-0.32738440372254674,0.09666724608410585
16001,wam,terminal_approach,40,66,13,0.013680503093647888,0.016362974104184504,0.49289455611124505,0.004545045674257147,0.002791034154670733,2.7084206589547595,0.0039637503475117835,0.0027768869991108875,1.7284038985579895,0.24344532001950986,0.012446202481533053,2.4108303022069433,0.002193509615384614,0.002399553571428569,-9.485479111601716,0.0009915865384615386,0.0008370535714285719,-0.4432887987383221,0.405027137129435
16001,wam,contact_manipulation,66,154,61,0.01180309856113755,0.012393800283711101,0.2780074569741822,0.0021166961438881093,0.0017436833008570155,0.29666235053691803,0.002083215091870826,0.002018502565410897,0.11823534721135923,0.10081610688303363,0.006565391403206222,1.584850779365356,0.6364670621706671,0.6397600446428567,0.11550369516899917,0.012851288056206082,0.0018973214285714635,1.7647731614055377,0.5288503677627867
16001,wam,placement_release,154,191,19,0.006602932006294535,0.006429824441958095,-0.31720187945242606,0.0014055776609449373,0.0015368240289107427,-0.43483759101841746,0.0017136821516217995,0.002061466317030571,-0.23118737293871053,0.02562847433851421,0.02076932111628571,0.8508183374901254,0.5767702948778191,0.6434988839285709,-0.7881247693781973,0.008327214520676711,0.002455357142857051,1.6888202315839334,0.29709307276108154
50458,gt,free_pre,23,44,13,0.010282569358730205,0.0074195949473143015,-0.07507322618940401,0.0049955255840821965,0.002773360282901977,1.786740453712611,0.007218302709172532,0.0035682101919623757,3.3139127741989904,0.3915110743821923,0.11550332053540013,5.96445454782946,0.0,0.0,-0.8538965587758212,0.0,0.0,-0.6744907594765952,0.7808062904500742
50458,gt,terminal_approach,44,68,11,0.009295919694166958,0.009273975721175881,-0.1871780054592488,0.0010664178697917502,0.0010711439641756207,-0.4380841246947896,0.001425564617604941,0.0014832613099319276,-0.06693374345799728,0.004440390171884114,0.0030088985806326907,-0.33528837803766587,0.49727092640740495,0.49826355661664656,-0.05145413077968777,0.012736138585325952,0.007839918988091554,9.117190201603995,0.0972045667210041
50458,gt,contact_manipulation,68,124,36,0.007644508094876171,0.004899045850427549,-0.374814143666527,0.0011819326775281763,0.0006631191832747944,-0.37124058688288764,0.0009639819783828127,0.0005856989450377497,-0.3828256066654556,0.023148377401020707,0.004178870661391276,0.6925534775871548,0.7352542693652799,0.7672023730618606,0.3325778353065361,0.011244757828258326,0.0017014486449105637,3.5685525871179897,0.6878217003507182
50458,gt,stable_transport,124,176,43,0.01584681733552498,0.016018042464596625,0.5571459024892431,0.004661466184279308,0.0027655034914270977,1.4938788129749778,0.005167631678187554,0.0024098740444629886,1.8624846461429079,0.11177784266631736,0.011795924928325818,1.6641066339904347,0.9111488701299174,0.9471365809440606,0.6164176558420091,0.021197157721978895,0.0,3.297412778933334,0.5189394394296456
50458,gt,placement_release,176,190,1,0.014399769966239586,0.014399769966239586,0.392729968695198,0.0023859742373275768,0.0023859742373275768,0.3254873833803876,0.0007673775411044653,0.0007673775411044653,-0.517375168822675,0.010637314883909954,0.010637314883909954,0.3273138378580226,0.0,0.0,-0.8538965587758213,0.0019823796514953913,0.0019823796514953913,3.5374433562175267,0.0
50458,wam,free_pre,23,44,13,0.014599256242813906,0.01426529679866513,0.9103188256021111,0.0014530468296094184,0.0015080672312998496,-0.2843902313818299,0.001597006050755471,0.0018932388808603983,-0.2931958053988111,0.004263160361588307,0.003986527953670271,-0.44884192638975257,0.001983173076923076,0.0019531249999999987,-2.017723874166268,0.0008198832417582419,0.0005022321428571423,-0.6475879941413485,0.18509517188985977
50458,wam,terminal_approach,44,68,11,0.0100870447506345,0.010758331707961272,-0.20267723453492453,0.001597513162009935,0.001669091650974317,-0.09061117928273546,0.0018273840025570655,0.0019305338778144803,0.00928473179382376,0.012699407322959821,0.008574760940533888,0.6764183483471424,0.32574827516233745,0.32695312499999973,-1.0858174320184686,0.008791599025974019,0.009040178571428581,0.7798657468157003,0.16293752489146082
50458,wam,contact_manipulation,68,124,36,0.008762462895246122,0.007993098541780921,-0.5294026969675818,0.0015388352996694437,0.001335271187766664,-0.1693183794628993,0.0014568918339988208,0.0015345283923988361,-0.4771622970766994,0.0280609106697942,0.0104890704940927,1.2197696412485493,0.6742385137648803,0.5693359374999996,-0.08274361001755165,0.01491757347470235,0.005908203125000011,1.5018230680280802,0.5443290692486202
50458,wam,stable_transport,124,176,43,0.012407654169730109,0.011137850903976607,0.3697314712730547,0.0019495779230149462,0.001858280771429422,0.3816287850842244,0.0016475155062973244,0.0016578964930925029,-0.22687814293966613,0.013615566426923714,0.006676099202755914,0.7986193045009339,0.8476315926079729,0.8486607142857137,0.41634083780255404,0.006246106727574749,0.0045758928571426605,0.3240576620465505,0.24030273746904565
50458,wam,placement_release,176,190,1,0.00825912798985734,0.00825912798985734,-0.6535568434649529,0.0009264167725077395,0.0009264167725077395,-0.9907823130270781,0.0026208673369538427,0.0026208673369538427,1.0511086709546529,0.005514147087811394,0.005514147087811394,-0.2819803262389259,0.5009556361607139,0.5009556361607139,-0.5815108610680666,0.1715611049107142,0.1715611049107142,10.0,0.0
